experiment,fad,imagebind_score,insync,kld
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_6:generated_samples_24-07-29T18-27-33,4.476879691501218,0.27556046319974437,0.08018018018018017,2.0108806163341075
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_2:generated_samples_24-07-29T14-34-22,7.897673378671535,0.23203244003223944,0.09324324324324326,2.1590738382425396
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_4:generated_samples_24-07-29T16-43-15,5.405279591898248,0.2602594591475822,0.07387387387387384,2.0096435546875
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_3:generated_samples_24-07-29T13-20-02,6.038938486701721,0.25373109326035054,0.07747747747747742,2.0536831692532376
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_1:generated_samples_24-07-29T15-04-01,12.862879554272727,0.17150300898933196,0.1900900900900903,2.6327822573550113
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_1:generated_samples_24-07-29T15-45-27,12.403063253160946,0.1654541716147382,0.172972972972973,2.5579006435634852
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_4:generated_samples_24-07-29T16-13-05,5.0747612464906915,0.2655511222578384,0.07342342342342341,2.025749412742821
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_4:generated_samples_24-07-29T16-27-43,5.3927219328810825,0.26506237564860163,0.07162162162162158,2.0180030341620916
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_3:generated_samples_24-07-29T13-05-04,6.260199935750339,0.24977877836775136,0.07747747747747742,2.0661391524581223
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_5:generated_samples_24-07-29T17-27-13,4.713640607392013,0.26349432541577666,0.0716216216216216,2.026778624938415
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_6:generated_samples_24-07-29T18-57-59,4.642660236569715,0.2727015788020851,0.052702702702702685,1.9702144313502956
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_2:generated_samples_24-07-29T14-19-29,7.371911360668645,0.2355306925134616,0.10180180180180184,2.1578128574130773
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_1:generated_samples_24-07-29T15-24-46,12.42401102786895,0.1705873421485628,0.17117117117117134,2.5542385341884852
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_1:generated_samples_24-07-29T15-14-18,12.59171351724679,0.1753270454234905,0.1495495495495497,2.574714729377815
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_6:generated_samples_24-07-29T18-42-14,4.4285677683703835,0.27031778222000274,0.05585585585585583,1.944293872730152
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_5:generated_samples_24-07-29T17-58-04,4.600326747358537,0.2653071177233984,0.06621621621621619,1.9950962925816442
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_5:generated_samples_24-07-29T18-12-33,4.523667177834808,0.2738448717706912,0.0716216216216216,2.0069897625897384
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_5:generated_samples_24-07-29T17-42-42,4.79349308909134,0.2641327418470839,0.06981981981981976,2.0027805362735784
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_6:generated_samples_24-07-29T19-27-58,4.745279554770801,0.2757082821146862,0.05315315315315313,1.9710289207664695
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_1:generated_samples_24-07-29T15-34-54,12.951621148132066,0.16641570816470966,0.17837837837837855,2.55435290637317
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_4:generated_samples_24-07-29T15-58-23,5.4789730118287405,0.26300454522306854,0.0644144144144144,2.005355697494369
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_2:generated_samples_24-07-29T13-49-58,8.002467102375558,0.2344029241048538,0.1238738738738739,2.1696289337433137
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_6:generated_samples_24-07-29T19-12-48,4.542453686850714,0.2729093754613722,0.0761261261261261,1.9867703549496762
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_5:generated_samples_24-07-29T17-12-41,5.256051793240895,0.2715696898532343,0.05360360360360358,1.9883303255648226
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_3:generated_samples_24-07-29T13-34-48,5.808690779262234,0.25839264163965575,0.08423423423423422,2.0912650168479026
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_3:generated_samples_24-07-29T12-50-36,6.155964766116061,0.2522654608227648,0.0968468468468469,2.0989275408220722
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_2:generated_samples_24-07-29T14-04-51,7.499543974359345,0.23709045756641808,0.0788288288288288,2.159926955764358
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_4:generated_samples_24-07-29T16-57-54,5.015213947696875,0.2643614942963059,0.06171171171171169,2.036957474442216
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_3:generated_samples_24-07-29T12-36-17,5.6537251564839694,0.2537238705265629,0.09549549549549549,2.0806367891328827
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_2:generated_samples_24-07-29T14-49-12,8.429132602687226,0.22537072771438607,0.09909909909909913,2.218828630876971
