id,fad,imagebind_score,insync,kld
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_1,12.646657700136297,0.16985745526816662,0.1724324324324326,2.5747978141715935
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_2,7.840145683752462,0.23288544838627181,0.09936936936936938,2.173054243208052
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_3,5.983503824862865,0.2535783689234171,0.08630630630630629,2.0781303337028434
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_4,5.273389946159127,0.26364779931467935,0.06900900900900898,2.0191418347058
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_5,4.777435882983519,0.2676697493220369,0.06657657657657653,2.0039951083896397
vgg-9cb-llama-concat_feats-ib_04_cfg_scale_6,4.567168187612566,0.2734394963595781,0.06360360360360359,1.9766376392261402
