experiment,fad,imagebind_score,insync,kld
vgg-diff_foley-full_eval_pipe:sample_0,9.492977728603847,0.21615401831540196,0.3063636363636363,2.8603890158913354
vgg-diff_foley-full_eval_pipe:sample_1,9.193286900693254,0.22390886316583916,0.30863636363636343,2.8983523282137784
vgg-diff_foley-full_eval_pipe:sample_2,8.262715564328955,0.22895832258191975,0.2836363636363636,2.8641651500355114
vgg-diff_foley-full_eval_pipe:sample_3,8.738067048964258,0.21419601125473325,0.3086363636363635,2.9241574374112216
