id,fad,imagebind_score,insync,kld
as-4cb-llama_cfg_scale_1,13.48852400894574,0.06895366459875159,0.2893693693693696,3.1373522509325733
as-4cb-llama_cfg_scale_1.5,12.799640479777693,0.08832404428384023,0.29027027027027064,2.9920688388583896
as-4cb-llama_cfg_scale_2,11.99338445305705,0.10077798366231995,0.27511261261261294,2.957969184394355
as-4cb-llama_cfg_scale_2.5,12.32315705563371,0.11044580480880901,0.2763963963963968,2.932274455852337
as-4cb-llama_cfg_scale_3,11.963503308965521,0.11773759092766423,0.28693693693693734,2.915514091972832
