experiment,fad,imagebind_score,insync,kld
vgg-frieren-full_eval_pipe:vggsound_sparse,11.352131484671641,0.24997018192398193,0.7295194508009142,2.516773075479119
vgg-frieren-full_eval_pipe:vggsound_sparse,12.418972795200064,0.2509584731040885,0.7048054919908456,2.531932420534182
vgg-frieren-full_eval_pipe:vggsound_sparse,11.070314791412654,0.25097875054968305,0.7372997711670464,2.505898482193936
vgg-frieren-full_eval_pipe:vggsound_sparse,11.872176426274942,0.25191961123141327,0.6961098398169323,2.5237254965496283
vgg-frieren-full_eval_pipe:vggsound_sparse,10.653866287789016,0.24978511434397926,0.721739130434782,2.56839596816004
vgg-frieren-full_eval_pipe:vggsound_sparse,11.770629213064195,0.2530415347293531,0.7304347826086944,2.5255294555384724
vgg-frieren-full_eval_pipe:vggsound_sparse,12.771709782500507,0.24929643778697305,0.7386727688787169,2.6316993416583236
vgg-frieren-full_eval_pipe:vggsound_sparse,11.41772710631765,0.26156152297212004,0.7533180778032026,2.501370427810355
vgg-frieren-full_eval_pipe:vggsound_sparse,13.251931443832788,0.25508545308418623,0.7203661327231113,2.4611671150958236
vgg-frieren-full_eval_pipe:vggsound_sparse,12.566801657799074,0.25241379709211037,0.7267734553775729,2.516922520827374
