experiment,fad,imagebind_score,insync,kld
vgg-frieren-full_eval_pipe:clipped,2.5086845986606536,0.22722056194355614,0.23935926773455404,2.688848360179491
vgg-frieren-full_eval_pipe:clipped,2.7364659428843354,0.22528196117697918,0.2215102974828379,2.7463663830091534
vgg-frieren-full_eval_pipe:clipped,2.6920315808147537,0.223601043769915,0.2480549199084671,2.7135378490596396
vgg-frieren-full_eval_pipe:clipped,2.464969628008474,0.2314833130355012,0.2457665903890163,2.7275728622890445
vgg-frieren-full_eval_pipe:clipped,2.82051337362168,0.22523616155443257,0.27231121281464565,2.7264516031714816
vgg-frieren-full_eval_pipe:clipped,2.793643698595538,0.2268977452674774,0.2356979405034328,2.6824065673269453
vgg-frieren-full_eval_pipe:clipped,2.934682746875337,0.2239980745029122,0.2082379862700232,2.7190927466211385
vgg-frieren-full_eval_pipe:clipped,2.849808147808635,0.23320810704809578,0.23615560640732305,2.6325088605727975
vgg-frieren-full_eval_pipe:clipped,3.080605448510639,0.22844308730666643,0.22105263157894767,2.7194972267412756
vgg-frieren-full_eval_pipe:clipped,2.9981892793674425,0.2270841798329517,0.2334096109839819,2.6873650801809212
